,Address,Coordinates
12160,"2900  MISSION BOULEVARD, SAN DIEGO","(32.7656361, -117.2513292)"
12161,"5100  IMPERIAL AVENUE, SAN DIEGO","(32.704639, -117.0849383)"
12162,"3700  HOME AVENUE, SAN DIEGO","(32.7185404, -117.1104894)"
12163,"2500  COLUMBIA STREET, SAN DIEGO","(32.730595, -117.1702685)"
12164,"3800  MENLO AVENUE, SAN DIEGO","(32.7477032, -117.0944565)"
12165,"4300  HOME AVENUE, SAN DIEGO","(32.7260614, -117.1029693)"
12166,"200  06TH AVENUE, SAN DIEGO","(32.715738, -117.1610838)"
12167,"3800  LA JOLLA VILLAGE DRIVE, SAN DIEGO","(32.8710446, -117.2231538)"
12168,"13200  BAVARIAN DRIVE, SAN DIEGO","(32.9585695, -117.1407305)"
12169,"5500  MIRAMAR ROAD, SAN DIEGO","(32.8770298, -117.1885734)"
12170,"4500  IMPERIAL AVENUE, SAN DIEGO","(32.7044708, -117.0977321)"
12171,"4600  GENESEE AVENUE, SAN DIEGO","(32.8286074, -117.1933215)"
12172,"10000  CARROLL CANYON ROAD, SAN DIEGO","(32.9035685, -117.1104696)"
12173,"2200  GRAND AVENUE, SAN DIEGO","(32.8003551, -117.2292719)"
12174,"5700  MIRAMAR ROAD, SAN DIEGO","(32.8774307, -117.1859121)"
12175,"200 W BROADWAY , SAN DIEGO","(32.7158733, -117.1645658)"
12176,"4200  MYRTLE AVENUE, SAN DIEGO","(32.7421748, -117.1045451)"
12177,"4700  MONROE AVENUE, SAN DIEGO","(32.7589164, -117.0928992)"
12178,"4200  UNIVERSITY AVENUE, SAN DIEGO","(32.7496428, -117.104474)"
12179,"4700  CASS STREET, SAN DIEGO","(32.8001688, -117.2526848)"
12180,"2100  FENTON PARKWAY, SAN DIEGO","(32.7790066, -117.1270465)"
12181,"1800  PRESIDENTS WAY, SAN DIEGO","(32.725609, -117.1505858)"
12182,"2000  CHATSWORTH BOULEVARD, SAN DIEGO","(32.7368017, -117.2309893)"
12183,"3700  ROSECRANS STREET, SAN DIEGO","(32.7517781, -117.2044046)"
12184,"6600  MONTEZUMA ROAD, SAN DIEGO","(32.7693693, -117.0561006)"
12185,"2900  04TH AVENUE, SAN DIEGO","(32.7355746, -117.1612491)"
12186,"4400  BOND STREET, SAN DIEGO","(32.8023187, -117.2200475)"
12187,"6600  MONTEZUMA ROAD, SAN DIEGO","(32.7693693, -117.0561006)"
12188,"1900  MC KEE STREET, SAN DIEGO","(32.7436126, -117.1826425)"
12189,"400  IONA DRIVE, SAN DIEGO","(32.7096041, -117.069013)"
12190,"14900  CAM DEL NORTE , SAN DIEGO","(33.0046055, -117.0920443)"
12191,"4500  MONTEZUMA ROAD, SAN DIEGO","(32.7718518, -117.0945594)"
12192,"4500  55TH STREET, SAN DIEGO","(32.7587152, -117.0761339)"
12193,"3900  IMPERIAL AVENUE, SAN DIEGO","(32.7048307, -117.1089318)"
12194,"5400  WARING ROAD, SAN DIEGO","(32.7973458, -117.0760124)"
12195,"10300  FRIARS ROAD, SAN DIEGO","(32.7910835, -117.1014638)"
12196,"4800  NOGAL STREET, SAN DIEGO","(32.7059353, -117.09149)"
12197,"8100  FRIARS ROAD, SAN DIEGO","(32.7747224, -117.1530611)"
12198,"1400  HONEYSUCKLE LANE, SAN DIEGO","(32.6942241, -117.0682087)"
12199,"1600  PALM AVENUE, SAN DIEGO","(32.5847123, -117.0996942)"
12200,"9800  GENESEE AVENUE, SAN DIEGO","(32.8808306, -117.2182131)"
12201,"14300  CLASSIQUE WAY, SAN DIEGO","(32.976487, -117.1305451)"
12202,"11900  WORLD TRADE DRIVE, SAN DIEGO","(32.9790132, -117.076698)"
12203,"2600  ROSECRANS STREET, SAN DIEGO","(32.7394861, -117.2166187)"
12204,"2500  GENESEE AVENUE, SAN DIEGO","(32.7914365, -117.1597178)"
12205,"600  HOTEL NORTH CIRCLE, SAN DIEGO","(32.7611031, -117.1692224)"
12206,"2200  PLAZA BOULEVARD, SAN DIEGO","(32.6778137, -117.0826595)"
12207,"2000  SUNSET CLIFFS BOULEVARD, SAN DIEGO","(32.7466477, -117.2461952)"
12208,"3100  CLAIREMONT DRIVE, SAN DIEGO","(32.7972958, -117.1936439)"
12209,"3900  LOGAN AVENUE, SAN DIEGO","(32.6971009, -117.110344)"
12210,"5100  ORANGE AVENUE, SAN DIEGO","(32.7530449, -117.0847133)"
12211,"3500  INDIA STREET, SAN DIEGO","(32.738989, -117.1774564)"
12212,"1100  GRAND AVENUE, SAN DIEGO","(32.795935, -117.2494323)"
12213,"3800  41ST STREET, SAN DIEGO","(32.7478055, -117.1069558)"
12214,"5700  ALLEGHANY STREET, SAN DIEGO","(32.6790323, -117.069175)"
12215,"12300  WORLD TRADE DRIVE, SAN DIEGO","(32.9886457, -117.0725117)"
12216,"4200  KEELER AVENUE, SAN DIEGO","(32.6943899, -117.1036037)"
12217,"2100  PERSHING DRIVE, SAN DIEGO","(32.72767350000001, -117.1418871)"
12218,"4700  PACIFIC HIGHWAY, SAN DIEGO","(32.7585521, -117.2020706)"
12219,"300  UNIVERSITY AVENUE, SAN DIEGO","(32.7482509, -117.1627537)"
12220,"6200  COLLEGE AVENUE, SAN DIEGO","(32.7893609, -117.0657348)"
12221,"4400  UNIVERSITY AVENUE, SAN DIEGO","(32.7496185, -117.0998189)"
12222,"3300  KEARNY VILLA ROAD, SAN DIEGO","(32.8049841, -117.1499468)"
12223,"1200  BEYER WAY, SAN DIEGO","(32.5742962, -117.0653011)"
12224,"3900  EPSILON STREET, SAN DIEGO","(32.6876852, -117.1102098)"
12225,"4200  FAIRMOUNT AVENUE, SAN DIEGO","(32.7531982, -117.1008803)"
12226,"1200  09TH AVENUE, SAN DIEGO","(32.715738, -117.1610838)"
12227,"7600  SHOREWOOD DRIVE, SAN DIEGO","(32.7074332, -117.0355941)"
12228,"4200  INGRAHAM STREET, SAN DIEGO","(32.7950365, -117.239384)"
12229,"3700  MURPHY CANYON ROAD, SAN DIEGO","(32.8086339, -117.1169775)"
12230,"300  14TH STREET, SAN DIEGO","(32.7087578, -117.1521186)"
12231,"2400  DUSK DRIVE, SAN DIEGO","(32.6784072, -117.0490982)"
12232,"9100  MIRA MESA BOULEVARD, SAN DIEGO","(32.9169975, -117.1285071)"
12233,"4500  COLLEGE AVENUE, SAN DIEGO","(32.7586156, -117.0665478)"
12234,"600 S WOODMAN STREET, SAN DIEGO","(32.6968821, -117.0522028)"
12235,"8000  OTHELLO AVENUE, SAN DIEGO","(32.817885, -117.1514783)"
12236,"16100  BERNARDO CENTER DRIVE, SAN DIEGO","(33.008182, -117.0888085)"
12237,"1900  COOLIDGE STREET, SAN DIEGO","(32.7790364, -117.1702663)"
12238,"0  MORENA BOULEVARD, SAN DIEGO","(32.7719495, -117.2023114)"
12239,"5500  RENAISSANCE AVENUE, SAN DIEGO","(32.8699375, -117.2047378)"
12240,"2900  IMPERIAL AVENUE, SAN DIEGO","(32.7066013, -117.1320476)"
12241,"12100  CAMTO CORRIENTE , SAN DIEGO","(32.997319, -117.0695643)"
12242,"5600  TRINIDAD WAY, SAN DIEGO","(32.7032496, -117.0760293)"
12243,"1700  EUCLID AVENUE, SAN DIEGO","(32.7229292, -117.0852033)"
12244,"800  32ND STREET, SAN DIEGO","(32.7138118, -117.1252805)"
12245,"1800  DAHLIA AVENUE, SAN DIEGO","(32.5829193, -117.0948665)"
12246,"11600  SHOAL CREEK DRIVE, SAN DIEGO","(32.9711331, -117.0842716)"
12247,"5800  UNIVERSITY AVENUE, SAN DIEGO","(32.7492955, -117.0729412)"
12248,"5000  WIGHTMAN STREET, SAN DIEGO","(32.7472715, -117.0869897)"
12249,"3300  CLAVELITA STREET, SAN DIEGO","(32.5722155, -117.0619032)"
12250,"0  05TH AVENUE, SAN DIEGO","(32.7418458, -117.1601897)"
12251,"6900  HYDE PARK DRIVE, SAN DIEGO","(32.8007055, -117.0477318)"
12252,"5400  OLVERA AVENUE, SAN DIEGO","(32.6987666, -117.079733)"
12253,"6000  HUGHES STREET, SAN DIEGO","(32.7459103, -117.0680613)"
12254,"1600  GRAND AVENUE, SAN DIEGO","(32.7979434, -117.2402837)"
12255,"0  KEARNY VILLA ROAD, SAN DIEGO","(32.8262667, -117.145822)"
12256,"4000  GENESEE AVENUE, SAN DIEGO","(32.8157735, -117.1801612)"
12257,"3300  IMPERIAL AVENUE, SAN DIEGO","(32.7067384, -117.1225527)"
12258,"9300  FRIARS ROAD, SAN DIEGO","(32.7865037, -117.121196)"
12259,"7600  MESA COLLEGE DRIVE, SAN DIEGO","(32.8008424, -117.157955)"
12260,"3100  NORTH PARK WAY, SAN DIEGO","(32.7474353, -117.1272364)"
12261,"4400  ALVARADO CANYON ROAD, SAN DIEGO","(32.7800025, -117.100041)"
12262,"1500  10TH AVENUE, SAN DIEGO","(32.7209771, -117.1557377)"
12263,"1100  COAST BOULEVARD, SAN DIEGO","(32.850382, -117.2728714)"
12264,"1100  MORENA BOULEVARD, SAN DIEGO","(32.7685879, -117.1997762)"
12265,"7300  PARADISE VALLEY ROAD, SAN DIEGO","(32.6917876, -117.0365544)"
12266,"2600  EUCLID AVENUE, SAN DIEGO","(32.733358, -117.0884869)"
12267,"6400  UNIVERSITY AVENUE, SAN DIEGO","(32.7547432, -117.0583095)"
12268,"0  FOGG STREET, SAN DIEGO","(32.8022336, -117.2248698)"
12269,"1400  BROADWAY , SAN DIEGO","(32.7159732, -117.151728)"
12270,"2500  PASEO INTERNACIONAL , SAN DIEGO","(32.550837, -116.93782)"
12271,"7900  HERSCHEL AVENUE, SAN DIEGO","(32.8472242, -117.2731803)"
12272,"11000  CAM RUIZ , SAN DIEGO","(32.9204757, -117.1440397)"
12273,"6300  MIRAMAR ROAD, SAN DIEGO","(32.8781719, -117.1786781)"
12274,"4000  FLORIDA STREET, SAN DIEGO","(32.7503101, -117.1437522)"
12275,"6900  TORREY SANTA FE ROAD, SAN DIEGO","(32.9596167, -117.1657086)"
12276,"9700  SIEMPRE VIVA ROAD, SAN DIEGO","(32.5569087, -116.935897)"
12277,"4000  T STREET, SAN DIEGO","(32.69886170000001, -117.1080201)"
12278,"3200  LANDIS STREET, SAN DIEGO","(32.7455965, -117.125002)"
12279,"8100  JAMACHA ROAD, SAN DIEGO","(32.7158611, -117.0306271)"
12280,"1100  FRONT STREET, SAN DIEGO","(32.7167856, -117.1647477)"
12281,"4300  OCEAN BOULEVARD, SAN DIEGO","(32.7934429, -117.2557294)"
12282,"5500  KIOWA DRIVE, SAN DIEGO","(32.7795012, -117.0399433)"
12283,"3100  CAM DEL RIO SOUTH , SAN DIEGO","(32.7731339, -117.1265371)"
12284,"200  30TH STREET, SAN DIEGO","(32.7074713, -117.1295391)"
12285,"4500  MISSION BAY DRIVE, SAN DIEGO","(32.8026293, -117.2164549)"
12286,"2500  PASEO INTERNACIONAL , SAN DIEGO","(32.550837, -116.93782)"
12287,"3300  BAYSIDE LANE, SAN DIEGO","(32.7742068, -117.2506016)"
12288,"11800  CARMEL COUNTRY ROAD, SAN DIEGO","(32.9451793, -117.2170423)"
12289,"1000  GARNET AVENUE, SAN DIEGO","(32.7977144, -117.2516744)"
12290,"7700  BALBOA AVENUE, SAN DIEGO","(32.8218241, -117.1586937)"
12291,"7800  BALBOA AVENUE, SAN DIEGO","(32.8218379, -117.1550044)"
12292,"4600  POCAHONTAS AVENUE, SAN DIEGO","(32.82777, -117.2088193)"
12293,"1100  WEST MORENA BOULEVARD, SAN DIEGO","(32.7672006, -117.2001285)"
12294,"6400  LA JOLLA BOULEVARD, SAN DIEGO","(32.825387, -117.2764994)"
12295,"5900  LINDA VISTA ROAD, SAN DIEGO","(32.7703296, -117.1883006)"
12296,"4300  MANZANITA DRIVE, SAN DIEGO","(32.7386089, -117.1029466)"
12297,"3100  SPORTS ARENA BOULEVARD, SAN DIEGO","(32.7519338, -117.2053239)"
12298,"300  EUCLID AVENUE, SAN DIEGO","(32.7077266, -117.0850141)"
12299,"4400  WINONA AVENUE, SAN DIEGO","(32.7566687, -117.0879219)"
12300,"700  BEACON DRIVE, SAN DIEGO","(32.7109589, -117.0345934)"
12301,"5000  LIMERICK AVENUE, SAN DIEGO","(32.8359686, -117.178722)"
12302,"1300 W WASHINGTON STREET, SAN DIEGO","(32.7418289, -117.1833665)"
12303,"1800  CABRILLO ROAD, SAN DIEGO","(32.6763819, -117.2432721)"
12304,"5000  LONG BRANCH AVENUE, SAN DIEGO","(32.7508347, -117.2476674)"
12305,"11000  POWAY ROAD, SAN DIEGO","(32.9464145, -117.0901949)"
12306,"1200  MARKET STREET, SAN DIEGO","(32.7116483, -117.153714)"
12307,"12800  RANCHO PENASQUITOS BOULEVARD, SAN DIEGO","(32.9508366, -117.1078035)"
12308,"2200  CACTUS ROAD, SAN DIEGO","(32.557668, -116.9891959)"
12309,"100 S 47TH STREET, SAN DIEGO","(32.7040685, -117.0937304)"
12310,"600  GLORIA STREET, SAN DIEGO","(32.6997377, -117.0904961)"
12311,"2800  MISSION VILLAGE DRIVE, SAN DIEGO","(32.796161, -117.1250321)"
12312,"1500  EUCLID AVENUE, SAN DIEGO","(32.7207656, -117.0849563)"
12313,"12500  PATHOS LANE, SAN DIEGO","(32.9449045, -117.1411816)"
12314,"200  MARKETPLACE AVENUE, SAN DIEGO","(32.703552, -117.0994605)"
12315,"400  SPRUCE STREET, SAN DIEGO","(32.7387099, -117.1612561)"
12316,"12000  WORLD TRADE DRIVE, SAN DIEGO","(32.9805938, -117.0753538)"
12317,"6200  EL CAJON BOULEVARD, SAN DIEGO","(32.7634434, -117.0643044)"
12318,"5200  BALBOA AVENUE, SAN DIEGO","(32.8181055, -117.1854331)"
12319,"7800  NEW SALEM STREET, SAN DIEGO","(32.9161829, -117.1547713)"
12320,"4700  IMPERIAL AVENUE, SAN DIEGO","(32.7043817, -117.0936468)"
12321,"3200  INGRAHAM STREET, SAN DIEGO","(32.7777541, -117.2358026)"
12322,"6300  LAKE ATHABASKA PLACE, SAN DIEGO","(32.7942948, -117.0093837)"
12323,"8700  CAM SANTA FE , SAN DIEGO","(33.0330208, -117.1237446)"
12324,"3700  MARLBOROUGH AVENUE, SAN DIEGO","(32.7459429, -117.1057494)"
12325,"4500  MISSION BAY DRIVE, SAN DIEGO","(32.8026293, -117.2164549)"
12326,"5900  EL CAJON BOULEVARD, SAN DIEGO","(32.7599579, -117.0704604)"
12327,"5300  NAPA STREET, SAN DIEGO","(32.7657516, -117.1983687)"
12328,"3700  CLAIREMONT MESA BOULEVARD, SAN DIEGO","(32.8280001, -117.2077241)"
12329,"0  RENAISSANCE AVENUE, SAN DIEGO","(32.8691033, -117.2041849)"
12330,"9200  VILLAGE GLEN DRIVE, SAN DIEGO","(32.80496250000001, -117.1305409)"
12331,"4900  VOLTAIRE STREET, SAN DIEGO","(32.7509812, -117.2448883)"
12332,"1900  GARNET AVENUE, SAN DIEGO","(32.8010031, -117.2353178)"
12333,"4500  CAM DE LA PLAZA , SAN DIEGO","(32.5441377, -117.0411224)"
12334,"11800  RANCHO BERNARDO ROAD, SAN DIEGO","(33.0229553, -117.0772762)"
12335,"3700  06TH AVENUE, SAN DIEGO","(32.712074, -117.158949)"
12336,"16700  BERNARDO CENTER DRIVE, SAN DIEGO","(33.0168072, -117.0765908)"
12337,"7700  REGENTS ROAD, SAN DIEGO","(32.8617447, -117.2233358)"
12338,"4200  BALBOA AVENUE, SAN DIEGO","(32.8117985, -117.2009211)"
12339,"10700  WESTVIEW PARKWAY, SAN DIEGO","(32.9150435, -117.1205904)"
12340,"3500  SUNSET LANE, SAN DIEGO","(32.5584433, -117.058323)"
12341,"4800  SANTA MONICA AVENUE, SAN DIEGO","(32.7455974, -117.2468514)"
12342,"10700  CAM RUIZ , SAN DIEGO","(32.9126086, -117.1439595)"
12343,"1100  FASHION VALLEY ROAD, SAN DIEGO","(32.7673971, -117.17118)"
12344,"4200  MISSION BAY DRIVE, SAN DIEGO","(32.7981001, -117.2114506)"
12345,"5000  SHAWLINE STREET, SAN DIEGO","(32.8327286, -117.1638368)"
12346,"4300  NOBEL DRIVE, SAN DIEGO","(32.8669318, -117.2134846)"
12347,"1700  BERVY STREET, SAN DIEGO","(32.7769588, -117.2017189)"
12348,"6400  LINDA VISTA ROAD, SAN DIEGO","(32.7719409, -117.1803915)"
12349,"7300  BALBOA AVENUE, SAN DIEGO","(32.82168790000001, -117.1635209)"
12350,"4300  POPLAR STREET, SAN DIEGO","(32.7372234, -117.1024651)"
12351,"3800  45TH STREET, SAN DIEGO","(32.7476904, -117.0976392)"
12352,"1000  28TH STREET, SAN DIEGO","(32.7158487, -117.1337654)"
12353,"12800  RANCHO PENASQUITOS BOULEVARD, SAN DIEGO","(32.9508366, -117.1078035)"
12354,"900  J STREET, SAN DIEGO","(32.7095035, -117.1562551)"
12355,"13500  SAN PASQUAL ROAD, SAN DIEGO","(33.0715414, -117.046293)"
12356,"7900  CAMINO KIOSCO , SAN DIEGO","(32.8621841, -117.2137866)"
12357,"2400  SAN DIEGO AVENUE, SAN DIEGO","(32.751335, -117.193359)"
12358,"4400  EL CAJON BOULEVARD, SAN DIEGO","(32.7552984, -117.1001757)"
12359,"4200  FLORIDA STREET, SAN DIEGO","(32.7540479, -117.1437697)"
12360,"0  BOUNDARY STREET, SAN DIEGO","(32.744742, -117.121868)"
12361,"5700  ANDROS PLACE, SAN DIEGO","(32.7517997, -117.0735397)"
12362,"2200  L STREET, SAN DIEGO","(32.7073375, -117.143988)"
12363,"3700  PARK BOULEVARD, SAN DIEGO","(32.7453766, -117.1473254)"
12364,"4500  LADERA STREET, SAN DIEGO","(32.7196241, -117.2566049)"
12365,"0  GIRARD AVENUE, SAN DIEGO","(32.8433979, -117.2734251)"
12366,"5100  BRIGHTON AVENUE, SAN DIEGO","(32.7512942, -117.2499055)"
12367,"10100  SCRIPPS POWAY PARKWAY, SAN DIEGO","(32.9364758, -117.110556)"
12368,"3100  KEMPER STREET, SAN DIEGO","(32.7493389, -117.2179893)"
12369,"1900  EL CAJON BOULEVARD, SAN DIEGO","(32.755362, -117.1449979)"
12370,"1700  EL PRADO , SAN DIEGO","(32.7314484, -117.1491634)"
12371,"5400  KEARNY VILLA ROAD, SAN DIEGO","(32.8324527, -117.1385582)"
12372,"400 S MEADOWBROOK DRIVE, SAN DIEGO","(32.6992659, -117.0275506)"
12373,"12100  CARMEL MTN ROAD, SAN DIEGO","(32.9845516, -117.0760356)"
12374,"4400  CLAIREMONT MESA BOULEVARD, SAN DIEGO","(32.8344926, -117.197763)"
12375,"500 W DATE STREET, SAN DIEGO","(32.7229755, -117.1673824)"
12376,"1900  TORREY PINES ROAD, SAN DIEGO","(32.8497376, -117.2604977)"
12377,"1100  MORENA BOULEVARD, SAN DIEGO","(32.7685879, -117.1997762)"
12378,"2400  GRAND AVENUE, SAN DIEGO","(32.8011634, -117.2256243)"
12379,"0  09TH AVENUE, SAN DIEGO","(32.710774, -117.156214)"
12380,"2200  RIDGE VIEW DRIVE, SAN DIEGO","(32.7291558, -117.0965839)"
12381,"11400  CLAIREMONT MESA BOULEVARD, SAN DIEGO","(32.8281621, -117.0841009)"
12382,"4400  54TH STREET, SAN DIEGO","(32.7579, -117.0794303)"
12383,"1000  MARKET STREET, SAN DIEGO","(32.7115337, -117.1553301)"
12384,"1800  UNIVERSITY AVENUE, SAN DIEGO","(32.7484173, -117.1462353)"
12385,"8100  DODIE STREET, SAN DIEGO","(32.7184152, -117.0309409)"
12386,"4000  MEADE AVENUE, SAN DIEGO","(32.7571354, -117.1093137)"
12387,"6000  AROSA STREET, SAN DIEGO","(32.7652053, -117.0681055)"
12388,"900  G STREET, SAN DIEGO","(32.7125966, -117.1565073)"
12389,"500  MARKET STREET, SAN DIEGO","(32.7115497, -117.1601504)"
12390,"1100  FRANCISCAN WAY, SAN DIEGO","(32.7629352, -117.1523847)"
12391,"2700  MIDWAY DRIVE, SAN DIEGO","(32.7497828, -117.2058942)"
12392,"7700  PRAIRIE SHADOW ROAD, SAN DIEGO","(32.9281421, -117.1563019)"
12393,"4100  HIGHLAND AVENUE, SAN DIEGO","(32.7514321, -117.0987253)"
12394,"0  I-15 S , SAN DIEGO","(32.7083834, -117.1201054)"
12395,"3200  BEYER BOULEVARD, SAN DIEGO","(32.5692429, -117.0638888)"
12396,"4300  LANDIS STREET, SAN DIEGO","(32.745903, -117.1020713)"
12397,"1900  SUNSET CLIFFS BOULEVARD, SAN DIEGO","(32.7447368, -117.2475964)"
12398,"1600  CORONADO AVENUE, SAN DIEGO","(32.5766032, -117.0990023)"
12399,"4400  47TH STREET, SAN DIEGO","(32.7569174, -117.0931583)"
12400,"9700  BLACK MTN ROAD, SAN DIEGO","(32.8988352, -117.1232873)"
12401,"6200  TOOLEY STREET, SAN DIEGO","(32.7248384, -117.0640354)"
12402,"4100  INGRAHAM STREET, SAN DIEGO","(32.793957, -117.239098)"
12403,"200  PARK BOULEVARD, SAN DIEGO","(32.7067066, -117.1563559)"
12404,"4300  WIGHTMAN STREET, SAN DIEGO","(32.7477491, -117.1011258)"
12405,"10400  FRIARS ROAD, SAN DIEGO","(32.7906119, -117.0995984)"
12406,"7500  JUDSON COURT, SAN DIEGO","(32.7874456, -117.1623035)"
12407,"7000  FULTON STREET, SAN DIEGO","(32.7906811, -117.1701138)"
12408,"4000  WINONA AVENUE, SAN DIEGO","(32.7495709, -117.0879932)"
12409,"1500  HERMES STREET, SAN DIEGO","(32.571468, -117.100458)"
12410,"1200  CAM DEL RIO NORTH , SAN DIEGO","(32.7669328, -117.15328)"
12411,"7000  CLAIREMONT MESA BOULEVARD, SAN DIEGO","(32.8330384, -117.1642917)"
12412,"12300  WORLD TRADE DRIVE, SAN DIEGO","(32.9886457, -117.0725117)"
12413,"5200  CLAIREMONT MESA BOULEVARD, SAN DIEGO","(32.8344607, -117.1787096)"
12414,"0  TAIT STREET, SAN DIEGO","(32.78067980000001, -117.1711821)"
12415,"1600  IMPERIAL AVENUE, SAN DIEGO","(32.7062812, -117.1494358)"
12416,"8000  PARADISE VALLEY ROAD, SAN DIEGO","(32.6975408, -117.0258342)"
12417,"0  GENESEE AVENUE, SAN DIEGO","(32.8419881, -117.1975858)"
12418,"9100  GENESEE AVENUE, SAN DIEGO","(32.8713114, -117.2141538)"
12419,"3500  MAIN STREET, SAN DIEGO","(32.6877866, -117.1186962)"
12420,"4300  52ND STREET, SAN DIEGO","(32.7549153, -117.0836585)"
12421,"11900  CARMEL MTN ROAD, SAN DIEGO","(32.9820774, -117.0774241)"
12422,"200 W WASHINGTON STREET, SAN DIEGO","(32.7499548, -117.1650448)"
12423,"2700  MIDWAY DRIVE, SAN DIEGO","(32.7497828, -117.2058942)"
12424,"0  54TH STREET, SAN DIEGO","(32.7475387, -117.0795338)"
12425,"8600  CONVERSE AVENUE, SAN DIEGO","(32.7882173, -117.1463066)"
12426,"3100  MYRTLE AVENUE, SAN DIEGO","(32.74196, -117.1271551)"
12427,"2400  WEST MISSION BAY DRIVE, SAN DIEGO","(32.7596683, -117.2272997)"
12428,"800  UNIVERSITY AVENUE, SAN DIEGO","(32.748639, -117.1572394)"
12429,"4400  FEDERAL BOULEVARD, SAN DIEGO","(32.7207316, -117.1014353)"
12430,"4900  LANTANA DRIVE, SAN DIEGO","(32.7445953, -117.0899122)"
12431,"1500  ULRIC STREET, SAN DIEGO","(32.7738834, -117.1677041)"
12432,"1300  KNOXVILLE STREET, SAN DIEGO","(32.7732645, -117.203813)"
12433,"6700  KELLY STREET, SAN DIEGO","(32.7825546, -117.1744202)"
12434,"6900  TAIT STREET, SAN DIEGO","(32.7809653, -117.1709967)"
12435,"4400  33RD PLACE, SAN DIEGO","(32.7572506, -117.1232833)"
12436,"0  OVERLAND AVENUE, SAN DIEGO","(32.8291705, -117.1310787)"
12437,"2500  UNIVERSITY AVENUE, SAN DIEGO","(32.7488156, -117.1373899)"
12438,"2000  ROSECRANS STREET, SAN DIEGO","(32.7323702, -117.2228439)"
12439,"0  MEADE AVENUE, SAN DIEGO","(32.7573012, -117.1274022)"
12440,"6300  EL CAJON BOULEVARD, SAN DIEGO","(32.7636818, -117.0631808)"
12441,"3700  MAIN STREET, SAN DIEGO","(32.685673, -117.1151176)"
12442,"10700  CARMEL COUNTRY ROAD, SAN DIEGO","(32.9289494, -117.1968202)"
12443,"7100  MISSION GORGE ROAD, SAN DIEGO","(32.8027188, -117.0888287)"
12444,"7000  GOLFCREST DRIVE, SAN DIEGO","(32.804272, -117.0379836)"
12445,"900  CAM DE LA REINA , SAN DIEGO","(32.7681323, -117.1537646)"
12446,"2800  HISTORIC DISTRICT ROAD, SAN DIEGO","(32.754929, -117.1979433)"
12447,"1700  GARNET AVENUE, SAN DIEGO","(32.800201, -117.238991)"
12448,"1600  SEABROOK LANE, SAN DIEGO","(32.6870529, -117.0276228)"
12449,"1500  02ND AVENUE, SAN DIEGO","(32.715738, -117.1610838)"
12450,"10300  MAYA LINDA ROAD, SAN DIEGO","(32.9058374, -117.117439)"
12451,"4600  LAMONT STREET, SAN DIEGO","(32.80242940000001, -117.2364097)"
12452,"1000  CAM DEL RIO NORTH , SAN DIEGO","(32.7661291, -117.1556935)"
12453,"500  SEA WORLD DRIVE, SAN DIEGO","(32.7641067, -117.2262649)"
12454,"4600  CONVOY STREET, SAN DIEGO","(32.8237433, -117.1552298)"
12455,"0  MARLBOROUGH AVENUE, SAN DIEGO","(32.7477854, -117.1057279)"
12456,"4000  HOME AVENUE, SAN DIEGO","(32.7218971, -117.1090896)"
12457,"800  60TH STREET, SAN DIEGO","(32.7131422, -117.0679491)"
12458,"2400  UPAS STREET, SAN DIEGO","(32.7409893, -117.1389794)"
12459,"1700  GARNET AVENUE, SAN DIEGO","(32.800201, -117.238991)"
12460,"900  EL CARMEL PLACE, SAN DIEGO","(32.7783149, -117.2517945)"
12461,"2800  MEADE AVENUE, SAN DIEGO","(32.7572754, -117.133888)"
12462,"100 W BEECH STREET, SAN DIEGO","(32.7208978, -117.163849)"
12463,"2100  PAN AMERICAN PLAZA, SAN DIEGO","(32.7289384, -117.1520725)"
12464,"4300  CAM DE LA PLAZA , SAN DIEGO","(32.5441377, -117.0411224)"
12465,"6400  WANDERMERE DRIVE, SAN DIEGO","(32.79349, -117.0578822)"
12466,"5200  MT ETNA DRIVE, SAN DIEGO","(32.8209277, -117.1852794)"
12467,"10700  CAM RUIZ , SAN DIEGO","(32.9126086, -117.1439595)"
12468,"8500  AERO DRIVE, SAN DIEGO","(32.8097042, -117.1444722)"
12469,"9700  MESA SPRINGS WAY, SAN DIEGO","(32.9013617, -117.1186242)"
12470,"2400  MEADE AVENUE, SAN DIEGO","(32.7572734, -117.1388612)"
12471,"1300  CESAR E CHAVEZ PARKWAY, SAN DIEGO","(32.6982033, -117.1474792)"
12472,"1000  OUTER ROAD, SAN DIEGO","(32.5765174, -117.0805811)"
12473,"5000  CLAIREMONT DRIVE, SAN DIEGO","(32.83327740000001, -117.2027501)"
12474,"5100  FOOTHILL BOULEVARD, SAN DIEGO","(32.8093742, -117.2471245)"
12475,"4300  HILL STREET, SAN DIEGO","(32.7245137, -117.249603)"
12476,"3400  NOELL STREET, SAN DIEGO","(32.7420399, -117.1875298)"
12477,"4900  SANTA CRUZ AVENUE, SAN DIEGO","(32.7424353, -117.2522594)"
12478,"300  UNIVERSITY AVENUE, SAN DIEGO","(32.7482509, -117.1627537)"
12479,"300  UNIVERSITY AVENUE, SAN DIEGO","(32.7482509, -117.1627537)"
12480,"2600  INGRAHAM STREET, SAN DIEGO","(32.7679559, -117.2338003)"
12481,"400  HOTEL SOUTH CIRCLE, SAN DIEGO","(32.759391, -117.1770078)"
12482,"300 S EVANS STREET, SAN DIEGO","(32.7040889, -117.1362269)"
